alpha_s \ alpha_a,0.000,0.100,0.200,0.300,0.400
0.000,0.9600,1.0000,0.5200,0.1200,0.0000
0.010,0.8400,0.8000,0.2000,0.0800,0.0000
0.020,0.2400,0.3600,0.0400,0.0400,0.0000
0.030,0.0800,0.0800,0.0400,0.0000,0.0000
0.040,0.0000,0.0400,0.0000,0.0000,0.0000
0.050,0.0000,0.0400,0.0000,0.0000,0.0000
