alpha_s \ alpha_a,0.000,0.050,0.100,0.200,0.300
0.000,0.6400,0.5200,0.2400,0.1200,0.0400
0.010,0.3200,0.3200,0.2000,0.0000,0.0000
0.020,0.1200,0.1600,0.1600,0.0000,0.0000
0.030,0.0800,0.0800,0.1600,0.0000,0.0000
0.040,0.0400,0.1200,0.0800,0.0000,0.0000
0.050,0.0800,0.0800,0.0800,0.0000,0.0000
